species_name	element_id	element_name	class_name	subclass_name	family_name	subfamily	synonyms	consensus	partial_full	composite	copy_number
Aedes aegypti	TF000291	pao_Bel_Ele139	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	22
Aedes aegypti	TF000408	Pao_Bel_Ele14	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	24
Aedes aegypti	TF000593	Pao_Bel_Ele140	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	22
Aedes aegypti	TF000292	Pao_Bel_Ele141	Class I	LTR Retrotransposons	Pao_Bel		Representative	Partial	Yes	19
Aedes aegypti	TF000588	Pao_Bel_Ele142	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	34
Aedes aegypti	TF000293	Pao_Bel_Ele143	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	12
Aedes aegypti	TF000587	Pao_Bel_Ele144	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	27
Aedes aegypti	TF000294	Pao_Bel_Ele145	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	12
Aedes aegypti	TF000585	Pao_Bel_Ele146	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	26
Aedes aegypti	TF000295	Pao_Bel_Ele147	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	16
Aedes aegypti	TF000583	Pao_Bel_Ele148	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	15
Aedes aegypti	TF000296	Pao_Bel_Ele149	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	28
Aedes aegypti	TF000230	Pao_Bel_Ele15	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	27
Aedes aegypti	TF000584	Pao_Bel_Ele150	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	39
Aedes aegypti	TF000297	Pao_Bel_Ele151	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	33
Aedes aegypti	TF000586	Pao_Bel_Ele152	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	43
Aedes aegypti	TF000298	Pao_Bel_Ele153	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	46
Aedes aegypti	TF000604	Pao_Bel_Ele154	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	13
Aedes aegypti	TF000300	Pao_Bel_Ele155	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	25
Aedes aegypti	TF000605	Pao_Bel_Ele156	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	11
Aedes aegypti	TF000301	Pao_Bel_Ele157	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	35
Aedes aegypti	TF000611	Pao_Bel_Ele158	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	21
Aedes aegypti	TF000302	Pao_Bel_Ele159	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	51
Aedes aegypti	TF000131	Pao_Bel_Ele16	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	6
Aedes aegypti	TF000613	Pao_Bel_Ele160	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	30
Aedes aegypti	TF000303	Pao_Bel_Ele161	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	44
Aedes aegypti	TF000612	Pao_Bel_Ele162	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	8
Aedes aegypti	TF000304	Pao_Bel_Ele163	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	22
Aedes aegypti	TF001171	Pao_Bel_Ele164	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	38
Aedes aegypti	TF000305	Pao_Bel_Ele165	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	22
Aedes aegypti	TF001172	Pao_Bel_Ele166	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	11
Aedes aegypti	TF000306	Pao_Bel_Ele167	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	24
Aedes aegypti	TF001173	Pao_Bel_Ele168	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	53
Aedes aegypti	TF000307	Pao_Bel_Ele169	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	34
Aedes aegypti	TF000231	Pao_Bel_Ele17	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	15
Aedes aegypti	TF001174	Pao_Bel_Ele170	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	47
Aedes aegypti	TF000308	Pao_Bel_Ele171	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	10
Aedes aegypti	TF001175	Pao_Bel_Ele172	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	11
Aedes aegypti	TF000309	Pao_Bel_ele173	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	29
Aedes aegypti	TF001176	Pao_Bel_Ele174	Class I	LTR Retrotransposons	Pao_Bel		Representative	Partial	Yes	41
Aedes aegypti	TF000310	Pao_Bel_Ele175	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	16
Aedes aegypti	TF001177	Pao_Bel_Ele176	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	10
Aedes aegypti	TF000311	Pao_Bel_Ele177	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	9
Aedes aegypti	TF001178	Pao_Bel_Ele178	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	11
Aedes aegypti	TF000312	Pao_Bel_Ele179	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000132	Pao_Bel_Ele18	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	23
Aedes aegypti	TF001179	Pao_Bel_Ele180	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	9
Aedes aegypti	TF000313	Pao_Bel_Ele181	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF001180	Pao_Bel_Ele182	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	37
Aedes aegypti	TF000314	Pao_Bel_Ele183	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF001181	Pao_Bel_Ele184	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	21
Aedes aegypti	TF000315	Pao_Bel_Ele185	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	
Aedes aegypti	TF001182	Pao_Bel_Ele186	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	13
Aedes aegypti	TF000328	Pao_Bel_Ele187	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF001183	Pao_Bel_Ele188	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	33
Aedes aegypti	TF000351	Pao_Bel_Ele189	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	2
Aedes aegypti	TF000232	Pao_Bel_Ele19	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	22
Aedes aegypti	TF001184	Pao_Bel_Ele190	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	29
Aedes aegypti	TF000352	Pao_Bel_Ele191	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	11
Aedes aegypti	TF001185	Pao_Bel_Ele192	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	5
Aedes aegypti	TF000353	Pao_Bel_Ele193	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	14
Aedes aegypti	TF000780	Pao_Bel_Ele194	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	
Aedes aegypti	TF000438	Pao_Bel_Ele195	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000789	Pao_Bel_Ele196	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	
Aedes aegypti	TF000493	Pao_Bel_Ele197	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000802	Pao_Bel_Ele198	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	
Aedes aegypti	TF000492	Pao_Bel_Ele199	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000088	Pao_Bel_Ele2	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	16
Aedes aegypti	TF000133	Pao_Bel_Ele20	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	27
Aedes aegypti	TF000801	Pao_Bel_Ele200	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000494	Pao_Bel_Ele201	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000768	Pao_Bel_Ele202	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000495	Pao_Bel_Ele203	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000800	Pao_Bel_Ele204	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000496	Pao_Bel_Ele205	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000798	Pao_Bel_Ele208	Class I	LTR Retrotransposons	Pao_Bel		Representative	Partial	Yes	
Aedes aegypti	TF000498	Pao_Bel_Ele209	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000233	Pao_Bel_Ele21	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	10
Aedes aegypti	TF000797	Pao_Bel_Ele210	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000499	Pao_Bel_Ele211	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000796	Pao_Bel_Ele212	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000500	Pao_Bel_Ele213	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000794	Pao_Bel_Ele214	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	
Aedes aegypti	TF000501	Pao_Bel_Ele215	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000510	Pao_Bel_Ele216	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000502	Pao_Bel_Ele217	Class I	LTR Retrotransposons	Pao_Bel		Representative	Partial	Yes	
Aedes aegypti	TF000792	Pao_Bel_Ele218	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	
Aedes aegypti	TF000503	Pao_Bel_Ele219	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000299	Pao_Bel_Ele22	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	9
Aedes aegypti	TF000788	Pao_Bel_Ele220	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	
Aedes aegypti	TF000504	Pao_Bel_Ele221	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000787	Pao_Bel_Ele222	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Partial	Yes	
Aedes aegypti	TF000505	Pao_Bel_Ele223	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000785	Pao_Bel_Ele224	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	
Aedes aegypti	TF000506	Pao_Bel_Ele225	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000777	Pao_Bel_Ele226	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	
Aedes aegypti	TF000507	Pao_Bel_Ele227	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000772	Pao_Bel_Ele228	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	
Aedes aegypti	TF000508	Pao_Bel_Ele229	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000278	Pao_Bel_Ele23	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	31
Aedes aegypti	TF000770	Pao_Bel_Ele230	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000509	Pao_Bel_Ele231	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000326	Pao_Bel_Ele24	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000234	Pao_Bel_Ele25	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	13
Aedes aegypti	TF000327	Pao_Bel_Ele26	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	10
Aedes aegypti	TF000235	Pao_Bel_Ele27	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	25
Aedes aegypti	TF000329	Pao_Bel_Ele28	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	6
Aedes aegypti	TF000236	Pao_Bel_Ele29	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	26
Aedes aegypti	TF000224	Pao_Bel_Ele3	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	10
Aedes aegypti	TF000330	Pao_Bel_Ele30	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	16
Aedes aegypti	TF000237	Pao_Bel_Ele31	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000331	Pao_Bel_Ele32	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	22
Aedes aegypti	TF000238	Pao_Bel_Ele33	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	15
Aedes aegypti	TF000332	Pao_Bel_Ele34	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	79
Aedes aegypti	TF000239	Pao_Bel_Ele35	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	7
